          0.001	    0.000844212	       -42.2167
     0.00101627	    0.000871893	       -42.2167
     0.00103279	    0.000900482	       -42.2167
     0.00104959	    0.000930009	       -42.2167
     0.00106666	    0.000960504	       -42.2167
     0.00108401	    0.000991998	       -42.2167
     0.00110165	     0.00102452	       -42.2166
     0.00111956	     0.00105812	       -42.2166
     0.00113777	     0.00109281	       -42.2166
     0.00115628	     0.00112864	       -42.2166
     0.00117509	     0.00116565	       -42.2166
      0.0011942	     0.00120387	       -42.2166
     0.00121362	     0.00124334	       -42.2165
     0.00123336	     0.00128411	       -42.2165
     0.00125342	     0.00132621	       -42.2165
     0.00127381	      0.0013697	       -42.2165
     0.00129453	      0.0014146	       -42.2165
     0.00131559	     0.00146099	       -42.2164
     0.00133698	     0.00150889	       -42.2164
     0.00135873	     0.00155836	       -42.2164
     0.00138083	     0.00160945	       -42.2164
     0.00140329	     0.00166222	       -42.2163
     0.00142611	     0.00171672	       -42.2163
     0.00144931	       0.001773	       -42.2163
     0.00147288	     0.00183113	       -42.2162
     0.00149684	     0.00189116	       -42.2162
     0.00152119	     0.00195316	       -42.2162
     0.00154593	      0.0020172	       -42.2162
     0.00157107	     0.00208333	       -42.2161
     0.00159663	     0.00215163	       -42.2161
      0.0016226	     0.00222217	        -42.216
     0.00164899	     0.00229502	        -42.216
     0.00167581	     0.00237026	        -42.216
     0.00170307	     0.00244796	       -42.2159
     0.00173077	     0.00252821	       -42.2159
     0.00175892	     0.00261109	       -42.2159
     0.00178753	     0.00269669	       -42.2158
      0.0018166	     0.00278509	       -42.2158
     0.00184615	     0.00287638	       -42.2157
     0.00187617	     0.00297067	       -42.2157
     0.00190669	     0.00306805	       -42.2156
      0.0019377	     0.00316862	       -42.2156
     0.00196922	     0.00327249	       -42.2155
     0.00200125	     0.00337975	       -42.2155
      0.0020338	     0.00349054	       -42.2154
     0.00206688	     0.00360495	       -42.2154
      0.0021005	     0.00372311	       -42.2153
     0.00213466	     0.00384514	       -42.2152
     0.00216938	     0.00397117	       -42.2152
     0.00220467	     0.00410133	       -42.2151
     0.00224053	     0.00423575	        -42.215
     0.00227697	     0.00437457	        -42.215
     0.00231401	     0.00451795	       -42.2149
     0.00235164	     0.00466601	       -42.2148
     0.00238989	     0.00481893	       -42.2147
     0.00242876	     0.00497686	       -42.2147
